BUNDLE;GZIP;SIZE
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-icons$dist$index.js.(VONLVEGZ).js;32419;102813
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-image$dist$index.js.(N2XZVJS2).js;25449;92456
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-indent$dist$index.js.(LCPOU4JT).js;6809;19623
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-language$dist$index.js.(PUNQJISM).js;4167;10961
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-line-height$dist$index.js.(LX34MWV5).js;10544;32288
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-link$dist$index.js.(YTUMFURA).js;16885;57260
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-list$dist$index.js.(GXJLSRO7).js;30123;114496
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-markdown-gfm$dist$index.js.(563VKFQO).js;62909;204569
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-media-embed$dist$index.js.(ZDQOIYBA).js;10195;30128
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-mention$dist$index.js.(DUEVPF45).js;7527;20289
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-merge-fields$dist$index.js.(CVG5N3LE).js;16785;58204
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-minimap$dist$index.js.(CTWXR6S3).js;6592;18728
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-page-break$dist$index.js.(4JR3A6CZ).js;4231;11631
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-paragraph$dist$index.js.(Y6FQTOH6).js;4780;12701
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-paste-from-office-enhanced$dist$index.js.(LJLSBZ6G).js;7914;23626
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-paste-from-office$dist$index.js.(YAZD2B5R).js;7294;19886
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-react.(R6LC7AL7).js;9352;27067
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-remove-format$dist$index.js.(GANXKSUK).js;4604;12565
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-restricted-editing$dist$index.js.(YVYPHLDT).js;9312;28540
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-select-all$dist$index.js.(XGG2UGJS).js;4481;11923
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-show-blocks$dist$index.js.(DCYXFJ5J).js;3448;9468
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-slash-command$dist$index.js.(ZFZHGLYM).js;9615;31660
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-source-editing-enhanced$dist$index.js.(E57AVYH4).js;11902;37155
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-source-editing$dist$index.js.(LRDGMHRX).js;5548;15666
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-special-characters$dist$index.js.(2TGCFCB3).js;8634;33894
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-style$dist$index.js.(YOGT4XBS).js;6795;22762
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-table$dist$index.js.(TK2UQVGB).js;42639;155757
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-template$dist$index.js.(5V6KGSEC).js;8736;26592
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-typing$dist$index.js.(PBLCZ6SH).js;10241;30972
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-ui$dist$index.js.(LA5P7LXE).js;59101;208816
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-undo$dist$index.js.(373GH4OQ).js;6073;17287
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-upload$dist$index.js.(WI6LA7O6).js;3324;8774
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-utils$dist$index.js.(5HRG6CKQ).js;17114;49792
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-watchdog$dist$index.js.(QA45D4CV).js;5595;17132
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-widget$dist$index.js.(IOZGFRMN).js;15441;50217
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-word-count$dist$index.js.(ZXLP6HYI).js;4235;10567
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@codemirror$autocomplete.(DDE72IU6).js;14414;40647
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@codemirror$commands.(K67ZONII).js;16465;49165
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@codemirror$lang-html.(UXVWUWVB).js;76077;201478
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@codemirror$lang-markdown.(OAO3SEV7).js;27122;79455
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@codemirror$language.(MX4TSO5Y).js;24169;69104
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@codemirror$state.(MC2S2NWK).js;16402;49100
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@codemirror$theme-one-dark.(LZVEJWUQ).js;10063;28408
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@codemirror$view.(5NJLRBRK).js;64866;199880
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/eventsource.(MCXM77H6).js;2879;6709
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/frontend-editor-ckeditor-web$plugins$DocumentLinkSelector.(64MD3QSZ).js;2313;6000
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/index.(K2XI2GHM).js;33416;101472
apps/frontend-icons/frontend-icons-web/__liferay__/index.(I6IUFPXY).js;155;202
apps/frontend-js/frontend-js-audiences-web/__liferay__/custom-attributes.(IXQJKUTR).js;176;211
apps/frontend-js/frontend-js-audiences-web/__liferay__/index.(DGO2Y6JK).js;3553;9414
apps/frontend-js/frontend-js-bootstrap-support-web/__liferay__/index.(BJNBFAK6).js;2455;8946
apps/frontend-js/frontend-js-charts-web/__liferay__/index.(GUNALE7W).js;175088;445056
apps/frontend-js/frontend-js-clay-web/__liferay__/css/@clayui$css$lib$css$atlas.(2NAL5Y4X).css;78300;591424
apps/frontend-js/frontend-js-clay-web/__liferay__/css/@clayui$css$lib$css$base.(V5PESQSD).css;71416;525397
apps/frontend-js/frontend-js-clay-web/__liferay__/css/@clayui$css$lib$css$cadmin.(PKWYSBT6).css;83086;927479
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$alert.(H7NIKHMB).js;1555;4006
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$autocomplete.(X43XDDXS).js;5612;14291
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$badge.(M6ZL7XSU).js;903;2255
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$breadcrumb.(BQNLEKD3).js;2121;4568
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$button.(DJBPP7E2).js;2114;4702
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$card.(XLVJO2QF).js;3680;12655
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$color-picker.(KWNGRD77).js;11607;32464
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$core.(P6HTGKAO).js;35947;113907
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$data-provider.(67F65MOQ).js;3927;8327
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$date-picker.(FE6QWAPM).js;24156;133820
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$drop-down.(LEROJWAJ).js;8640;25804
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$empty-state.(6CTIYDLP).js;1152;2553
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$form.(SD6GEWJQ).js;4950;15171
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$icon.(3NJ3MTUH).js;1298;2567
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$label.(7EXVDMKU).js;1172;3194
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$layout.(CCOV46KE).js;2100;5732
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$link.(EGANRMUK).js;1130;2432
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$list.(FLQ5HJDY).js;3117;8454
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$loading-indicator.(RSQAF7WJ).js;750;1495
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$localized-input.(BA5TM4AS).js;1547;3345
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$management-toolbar.(2UIMBGZN).js;1098;2758
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$modal.(V6OYPO45).js;4658;12012
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$multi-select.(SYNHCJKQ).js;4745;11993
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$multi-step-nav.(FNLQWLGZ).js;2136;5347
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$nav.(EXWM47TJ).js;1654;3243
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$navigation-bar.(ODINMIET).js;2603;6246
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$pagination-bar.(V3ZECEEE).js;2284;5713
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$pagination.(4D6LNWKT).js;2467;6056
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$panel.(KILO56ET).js;1820;4937
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$popover.(RXYWZK4Z).js;2024;4332
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$progress-bar.(WFKV5BAY).js;1981;4221
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$provider.(T56T6RGH).js;1424;3174
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$shared.(QLURKLU5).js;9848;26108
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$slider.(RTPYJZ52).js;1442;3169
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$sticker.(QY2C6TWY).js;790;1649
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$table.(73ZMZTZH).js;1236;2871
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$tabs.(A7N4D5HO).js;2275;5310
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$time-picker.(ZBCYJJN6).js;2788;7338
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$toolbar.(7FN5LSDA).js;1281;3692
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$tooltip.(DVQJJKGH).js;3916;9390
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$upper-toolbar.(NCNIWJK4).js;996;2534
apps/frontend-js/frontend-js-clay-web/__liferay__/index.(RVV6NY23).js;65;45
apps/frontend-js/frontend-js-codemirror-web/__liferay__/css/codemirror$addon$fold$foldgutter.(O6XZRJWP).css;257;452
apps/frontend-js/frontend-js-codemirror-web/__liferay__/css/codemirror$addon$hint$show-hint.(TTU7KUJV).css;359;573
